num,times
3759,1
1380,1
1764,1
4484,1
3948,1
1809,1
4867,1
2401,1
2499,1
1261,1
1185,1
8182,1
12090,1
1010,1
2210,1
3675,1
2611,1
2041,1
2039,1
1436,1
1586,1
1102,1
3220,1
1660,1
1009,1
1583,1
1463,1
2292,1
12892,1
4978,1
2501,1
1440,1
1850,1
885,1
1200,1
2579,1
1805,1
2859,1
1672,1
22612,1
2862,1
4505,1
2240,1
2710,1
1553,1
3327,1
2548,1
2174,1
2875,1
2492,1
1240,1
2582,1
2025,1
1319,1
1504,1
12367,1
3248,1
3582,1
4098,1
6470,1
2500,1
2938,1
35867,1
2902,1
2652,1
3041,1
2352,1
6376,1
1711,1
2222,1
1907,1
1678,1
2351,1
10943,1
3405,1
1390,1
3052,1
3616,1
3137,1
3152,1
2803,1
1919,1
894,1
2798,1
14556,1
1962,1
6440,1
1461,1
2789,1
4996,1
6641,1
3494,1
4043,1
2201,1
1441,1
1188,1
1187,1
2686,1
3856,1
915,1
3606,1
1896,1
1932,1
4389,1
3480,1
2451,1
1450,1
1296,1
3982,1
7794,1
3989,1
2080,1
1670,1
2584,1
17263,1
1313,1
1569,1
2100,1
1624,1
1422,1
2107,1
1976,1
5919,1
1353,1
7733,1
5280,1
1001,1
1838,1
1232,1
1493,1
1734,1
1228,1
982,1
1418,1
1332,1
3392,1
2763,1
1237,1
2359,1
2033,1
3943,1
1292,1
1499,1
3740,1
2323,1
3600,1
4472,1
1439,1
1387,1
1596,1
3476,1
2417,1
2819,1
2890,1
2315,1
3348,1
3422,1
1775,1
2096,1
2005,1
2941,1
1214,1
1833,1
3278,1
11068,1
1704,1
3158,1
6418,1
2335,1
5693,1
1003,1
839,1
3141,1
1807,1
1041,1
907,1
2009,1
5605,1
1196,1
1900,1
3791,1
2989,1
3301,1
7586,1
1095,1
7976,1
1024,1
2988,1
3341,1
2748,1
1696,1
2766,1
1519,1
2149,1
3674,1
8131,1
6193,1
2104,1
8251,1
16035,1
5892,1
2334,1
1130,1
1709,1
2203,1
2225,1
1656,1
7431,1
1981,1
5559,1
5835,1
2133,1
1211,1
1028,1
1394,1
4658,1
4350,1
9050,1
3672,1
1818,1
1606,1
6073,1
1969,1
1629,1
2254,1
1961,1
1786,1
4468,1
1201,1
2642,1
1913,1
9320,1
3527,1
3106,1
4273,1
1068,1
1133,1
1241,1
1115,1
1405,1
2696,1
2644,1
1665,1
6685,1
2376,1
3453,1
3473,1
1713,1
1437,1
1442,1
2809,1
1407,1
2170,1
3726,1
3057,1
2168,1
1638,1
11419,1
1613,1
2912,1
2874,1
9546,1
2305,1
12553,1
2077,1
2844,1
5433,1
8108,1
2288,1
3860,1
1642,1
5595,1
1349,1
3058,1
1605,1
2834,1
5046,1
1584,1
1717,1
6278,1
5186,1
1943,1
2070,1
2959,1
2357,1
1299,1
2208,1
1792,1
1420,1
2992,1
11078,1
2438,1
1937,1
1456,1
2434,1
4454,1
6007,1
1169,1
4970,1
3621,1
4139,1
9419,1
2928,1
3202,1
3901,1
1898,1
1239,1
933,1
1952,1
6051,1
2691,1
2152,1
2337,1
1626,1
1328,1
1724,1
1301,1
7149,1
3440,1
3056,1
2303,1
1079,1
2437,1
1404,1
1175,1
2075,1
2128,1
7003,1
2161,1
1922,1
1396,1
1654,1
1526,1
1227,1
1389,1
3064,1
1250,1
4208,1
1869,1
1966,1
1826,1
1330,1
1192,1
844,1
1600,1
1632,1
2245,1
3684,1
1604,1
5310,1
5832,1
1714,1
1547,1
1403,1
3930,1
3201,1
9929,1
3555,1
3905,1
4000,1
2649,1
1285,1
8699,1
5901,1
2764,1
1381,1
2511,1
1776,1
2361,1
1851,1
4305,1
2397,1
3194,1
1979,1
1574,1
5162,1
3763,1
2082,1
8988,1
1114,1
2235,1
3940,1
8592,1
2853,1
4596,1
1738,1
3742,1
2586,1
1212,1
2663,1
2558,1
10792,1
1963,1
2626,1
3025,1
7562,1
1455,1
3567,1
927,1
4621,1
2220,1
1903,1
5931,1
1780,1
3834,1
1392,1
1337,1
2418,1
1834,1
9004,1
5359,1
6551,1
2276,1
5109,1
1782,1
1346,1
2799,1
3451,1
1198,1
1378,1
4394,1
4154,1
1830,1
1093,1
5224,1
6883,1
2405,1
3936,1
1997,1
1663,1
1271,1
4347,1
6768,1
8918,1
1846,1
1890,1
3173,1
1886,1
2610,1
8490,1
4909,1
1592,1
11667,1
2214,1
7406,1
2742,1
4577,1
2731,1
2931,1
2929,1
4442,1
1425,1
2022,1
3648,1
1134,1
4020,1
2053,1
3614,1
2144,1
8600,1
1562,1
1947,1
1920,1
3833,1
1746,1
1693,1
1402,1
2169,1
5930,1
1078,1
2836,1
957,1
3450,1
1259,1
1431,1
1444,1
3599,1
2275,1
1934,1
3852,1
3107,1
2939,1
2374,1
4951,1
1648,1
1856,1
2660,1
1460,1
3563,1
6159,1
2445,1
1052,2
1617,2
2192,2
3318,2
1564,2
2227,2
1151,2
846,2
1325,2
1119,2
1156,2
1496,2
1417,2
1142,2
1251,2
925,2
1368,2
1415,2
1470,2
3224,2
3389,2
1193,2
2406,2
1326,2
1088,2
2037,2
1205,2
1481,2
1793,2
1534,2
1491,2
1224,2
1019,2
5780,2
773,2
1576,2
1344,2
1107,2
1788,2
876,2
1310,2
2489,2
1480,2
1566,2
1765,2
2595,2
1160,2
5231,2
2138,2
731,2
1243,2
917,2
2656,2
1314,2
1038,2
1462,2
2010,2
2153,2
1883,2
3307,2
1944,2
1536,2
3396,2
2213,2
1798,2
2021,2
1912,2
987,2
1916,2
788,2
989,2
1635,2
1320,2
2734,2
1257,2
798,2
2277,2
2739,2
2775,2
2612,2
1451,2
5353,2
2488,2
955,2
2059,2
3007,2
3921,2
1993,2
1486,2
1233,2
1426,2
857,2
4118,2
1421,2
1355,2
1072,2
997,2
1623,2
2350,2
3092,2
1489,2
770,2
2002,2
1323,2
1503,2
4446,2
1983,2
1582,2
1277,2
1611,2
1951,2
2281,2
2089,2
764,2
1147,2
922,2
1482,2
2550,2
2110,2
1358,2
1471,2
1036,2
3225,2
2385,2
1252,2
866,2
1521,2
1567,2
3822,2
2231,2
1529,2
1018,2
561,2
1094,2
2540,2
835,2
3157,2
2761,2
1155,2
1388,2
1150,2
1995,2
4490,2
919,2
782,2
1702,2
1433,2
827,2
1067,2
2274,2
1338,2
2412,2
3084,2
1278,2
3521,2
2035,2
908,2
1116,2
766,2
2163,2
1374,2
1117,2
1082,2
1575,2
4340,2
1360,2
988,2
804,2
3150,2
650,2
1487,2
5717,2
1206,2
1111,2
1533,2
2283,2
781,2
1061,2
2008,2
2238,2
1743,2
1137,2
1218,2
1673,2
1446,2
3065,2
2996,2
2411,2
1098,2
3046,2
2759,2
2209,2
1720,2
2321,2
1154,2
852,2
1339,2
1357,2
1601,2
959,2
1118,2
1946,2
2320,2
2119,2
1399,2
1110,2
872,2
2090,2
903,2
1244,2
1026,2
1644,2
1887,2
1577,2
1974,2
1640,2
822,2
1479,2
2820,2
2131,2
789,2
883,2
949,2
702,2
2179,2
1791,2
1552,2
2205,2
1904,2
1669,2
1488,2
1124,2
1668,2
1516,2
897,2
2751,2
1008,2
1027,2
1022,2
1291,2
1208,2
986,2
1363,2
1087,2
1247,2
931,2
2015,2
2467,2
1752,2
880,2
774,2
1475,2
1336,2
1466,2
1790,2
1965,2
1933,2
1069,2
974,2
1618,2
1141,2
2329,2
2299,2
1385,2
1594,2
1641,2
2084,2
1468,2
1579,2
963,2
1362,2
1787,2
2297,2
979,2
1796,2
1229,2
838,2
2360,2
1423,2
900,2
2529,2
3432,2
1302,2
2293,2
1207,2
1515,2
661,2
892,2
1763,2
1377,2
1096,2
787,2
1759,2
4439,2
1307,2
1607,2
939,2
1112,2
1113,2
994,2
911,2
1177,2
1593,2
1960,2
1483,2
973,2
1104,2
1905,2
2001,2
2313,2
1382,2
1469,2
1376,2
1066,2
1772,2
834,2
1538,2
2711,2
1348,2
3176,2
1528,2
859,2
693,2
1321,2
2241,2
1021,3
791,3
1090,3
1031,3
1004,3
1140,3
828,3
1500,3
1262,3
1056,3
1288,3
972,3
1541,3
970,3
1280,3
992,3
799,3
850,3
779,3
993,3
2546,3
985,3
1327,3
916,3
1304,3
698,3
1131,3
887,3
1373,3
998,3
1888,3
1216,3
1044,3
914,3
1161,3
1221,3
1199,3
851,3
869,3
793,3
2027,3
1209,3
1283,3
943,3
1458,3
962,3
829,3
2097,3
678,3
1810,3
716,3
864,3
1127,3
635,3
1375,3
1220,3
512,3
1178,3
891,3
1179,3
1253,3
823,3
1303,3
1013,3
1132,3
964,3
995,3
1275,3
958,3
1219,3
1334,3
1568,3
960,3
608,3
928,3
948,3
1343,3
709,3
777,3
1023,3
1167,3
1546,3
1073,3
1173,3
1559,3
1204,3
819,3
874,3
685,3
1598,3
1002,3
1148,3
946,3
1272,3
967,3
905,3
1025,3
1725,3
783,3
1153,3
1165,3
1406,3
1545,3
1222,3
780,3
1615,3
615,3
1103,3
1020,3
976,3
697,3
1543,3
1400,3
1408,3
1146,3
898,3
1331,3
1680,3
913,3
909,3
630,3
741,3
2717,3
999,3
942,3
807,3
595,3
1123,3
1273,3
842,3
1264,3
1060,3
1498,3
961,3
1365,3
1075,3
740,3
1255,3
1234,3
786,3
947,3
2285,3
1126,3
1267,3
1129,3
978,3
870,3
602,3
1089,3
996,3
806,3
1189,3
2109,3
1071,3
1284,3
1032,3
951,3
763,3
1340,3
637,3
785,3
878,3
760,3
945,3
754,3
1084,4
808,4
849,4
1555,4
1290,4
1043,4
670,4
1322,4
1128,4
736,4
893,4
952,4
1034,4
1048,4
734,4
921,4
1136,4
636,4
750,4
969,4
675,4
733,4
778,4
848,4
1168,4
1106,4
1367,4
784,4
724,4
719,4
1182,4
765,4
941,4
671,4
818,4
889,4
965,4
761,4
720,4
1037,4
831,4
690,4
1033,4
1297,4
1194,4
861,4
796,4
971,4
655,4
1256,4
687,4
817,4
737,4
753,4
730,4
1342,4
1448,4
984,4
810,4
683,4
833,4
937,4
567,4
954,4
845,4
1016,4
674,4
899,4
1181,4
1677,4
684,4
645,4
744,4
1226,4
816,4
858,4
767,4
682,4
855,4
1164,4
881,4
1159,4
1172,4
1265,4
803,4
1012,4
847,4
1017,4
813,4
1099,4
769,4
1042,4
815,4
571,4
1166,4
910,4
975,4
1092,4
902,4
950,4
711,4
1197,4
841,4
1057,4
723,5
600,5
896,5
935,5
617,5
560,5
877,5
647,5
492,5
694,5
873,5
601,5
558,5
802,5
1210,5
1223,5
814,5
699,5
696,5
795,5
797,5
735,5
714,5
746,5
624,5
1254,5
865,5
689,5
742,5
792,5
980,5
1063,5
518,5
772,5
1035,5
589,5
871,5
1045,5
577,5
533,5
1014,5
726,5
826,5
1049,5
920,5
853,5
569,5
620,5
707,5
590,5
721,5
1047,5
528,5
801,5
653,5
673,5
576,5
614,5
667,5
705,5
944,5
820,5
1659,5
1053,5
762,5
506,5
768,5
1472,5
554,5
680,5
572,5
727,5
751,5
603,5
824,5
1190,5
832,5
1144,5
638,5
830,5
725,5
1245,5
1215,5
717,5
868,6
912,6
884,6
836,6
990,6
703,6
930,6
890,6
888,6
632,6
1101,6
609,6
739,6
582,6
621,6
549,6
642,6
775,6
666,6
663,6
628,6
613,6
843,6
923,6
936,6
662,6
811,6
610,6
1007,6
594,6
713,6
812,6
652,6
1287,6
677,6
732,6
718,6
748,6
862,6
867,6
472,6
639,6
643,6
712,6
879,6
821,6
840,6
790,6
672,6
578,6
676,6
651,6
641,6
932,6
596,6
1731,6
656,6
710,6
664,6
805,6
527,6
968,6
938,6
1080,6
747,6
530,6
756,6
612,6
886,6
597,7
794,7
738,7
607,7
584,7
1029,7
559,7
708,7
728,7
580,7
581,7
1005,7
598,7
555,7
648,7
729,7
489,7
658,7
800,7
700,7
695,7
646,7
575,7
618,7
701,7
863,7
669,7
633,7
743,7
396,7
640,7
564,7
926,7
627,7
1086,7
776,7
553,7
704,7
483,7
556,7
503,7
771,7
654,7
856,7
837,7
587,7
531,8
586,8
634,8
918,8
525,8
644,8
755,8
538,8
649,8
545,8
508,8
422,8
445,8
759,8
604,8
619,8
625,8
519,8
631,8
565,8
593,8
588,8
715,8
551,8
502,8
605,8
436,8
428,8
825,8
758,8
706,8
679,8
573,8
901,9
622,9
507,9
686,9
745,9
516,9
681,9
450,9
665,9
692,9
585,9
691,9
500,9
626,9
504,9
570,9
490,9
579,9
430,9
417,9
511,9
532,9
514,9
547,9
599,9
482,9
495,9
496,9
562,9
660,10
443,10
536,10
497,10
479,10
616,10
659,10
501,10
476,10
405,10
544,10
752,10
606,10
535,10
592,10
517,10
563,10
688,10
456,10
491,10
409,10
474,10
469,10
493,10
401,11
657,11
539,11
534,11
526,11
940,11
416,11
460,11
583,11
542,11
480,11
574,11
505,11
521,11
509,11
541,11
510,11
591,11
339,11
486,11
540,11
722,11
568,11
400,12
455,12
550,12
524,12
414,12
465,12
481,12
537,12
427,12
449,12
522,12
488,12
668,12
463,12
546,12
498,12
629,12
470,13
447,13
402,13
458,13
566,13
466,13
439,13
468,13
473,13
448,13
395,13
459,14
420,14
382,14
453,14
552,14
520,14
426,14
464,14
478,14
432,14
543,14
487,14
429,14
557,14
377,15
404,15
457,15
461,15
411,15
440,15
548,15
477,15
421,15
360,15
357,15
513,15
387,16
385,16
444,16
494,16
372,16
462,16
368,16
484,16
332,16
435,16
523,16
424,17
434,17
341,17
346,17
413,17
363,17
388,17
398,17
423,17
475,17
353,17
452,17
485,17
442,17
366,17
351,17
345,17
431,18
367,18
441,18
362,18
415,18
375,18
410,18
471,18
403,18
433,18
394,18
359,18
499,18
412,18
515,18
467,18
418,19
376,19
383,19
391,19
451,19
370,19
390,19
291,19
378,19
309,19
336,19
529,19
392,20
611,20
344,20
437,20
408,20
438,20
406,20
318,20
352,20
350,20
425,20
348,20
454,20
361,21
294,21
446,21
358,21
374,21
397,21
349,21
369,21
371,21
399,21
319,21
343,22
340,22
329,22
354,22
333,22
407,22
393,22
386,23
323,23
380,23
373,23
419,24
381,24
342,24
331,24
326,24
379,24
389,25
314,25
330,25
355,25
327,25
384,25
365,25
356,26
328,26
295,26
338,26
282,27
364,27
324,27
285,27
296,27
335,28
301,28
317,28
311,28
321,28
312,29
298,29
284,29
300,29
310,29
347,29
286,29
281,30
303,30
289,31
292,31
297,31
315,31
306,32
302,32
290,33
322,33
320,33
325,33
254,34
334,34
313,35
267,35
293,35
287,35
265,35
299,36
278,36
307,36
272,36
283,37
316,37
288,38
280,38
276,38
239,38
308,39
304,39
240,39
305,39
250,40
337,40
271,40
277,40
274,40
273,40
255,41
268,41
270,41
246,41
266,41
257,41
247,42
279,42
253,43
269,43
259,43
249,43
218,44
258,44
251,44
275,44
228,44
256,44
263,45
260,45
261,45
245,46
229,46
235,47
243,47
208,49
262,49
207,50
220,50
232,51
230,51
238,51
264,52
222,52
248,52
244,52
241,52
196,54
223,55
252,55
214,55
242,55
231,56
216,57
237,57
203,58
211,58
226,58
197,58
213,58
233,59
215,59
219,59
227,59
221,60
209,61
217,61
234,61
205,62
212,62
204,62
224,62
225,64
194,65
202,65
201,67
200,67
186,70
236,71
188,72
198,73
183,74
177,75
189,76
199,76
190,78
210,79
187,80
206,82
182,83
176,84
184,84
165,85
192,86
195,86
181,86
170,87
171,87
191,88
179,88
174,90
168,90
169,91
193,91
185,92
166,95
180,95
167,96
160,96
173,96
163,98
178,100
161,102
175,103
158,106
155,107
156,108
162,109
159,110
157,111
147,113
172,114
154,117
164,120
151,121
146,122
153,122
150,124
140,128
148,129
141,134
142,136
135,138
136,138
145,139
152,141
143,143
137,144
130,146
139,146
129,150
149,152
138,153
144,155
123,157
132,161
125,161
128,168
120,169
134,170
126,170
122,171
133,173
127,174
131,174
119,180
118,181
124,181
115,190
114,192
121,196
117,197
116,209
111,212
112,215
110,220
109,230
106,241
113,242
107,242
105,243
108,245
100,246
101,248
104,262
102,262
96,265
103,265
94,266
98,268
97,285
99,286
95,287
93,293
92,300
86,304
90,305
91,305
89,307
88,308
83,320
87,332
81,339
84,340
85,347
76,354
82,354
80,358
79,372
78,399
75,406
77,410
73,411
74,416
72,417
70,435
71,441
69,459
67,465
66,466
68,476
63,513
65,527
60,554
64,571
58,575
62,581
61,581
59,619
57,655
55,660
56,685
54,694
53,711
52,734
51,769
50,809
49,836
48,872
47,884
46,920
45,934
44,966
43,1022
42,1136
41,1159
40,1184
38,1231
39,1240
37,1302
36,1411
35,1471
34,1538
33,1652
32,1697
31,1854
30,1890
29,1967
28,2197
27,2233
26,2463
25,2583
24,2754
23,3037
22,3221
21,3520
20,3839
19,4277
18,4609
17,5118
16,5543
15,6198
14,7109
13,7914
12,8875
11,10416
10,12341
9,14579
8,18235
7,22412
6,29334
5,39721
4,58730
3,96040
2,192387
1,627639
0,8538093
